,TransporterID,Gene_name,Protein_Name_generally,Synonyms,DrugID,Drug_Name,synonyms,final_smiles
820,DTD0030,SLCO1B3,Organic anion transporting polypeptide 1B3,LST-2; LST-3TM13; LST2; LST3; Liver-specific organic anion transporter 2; OATP-8; OATP1B3; OATP8; Organic anion transporter 8; Organic anion-transporting polypeptide 8; SLC21A8; SLCO1B3; Solute carrier family 21 member 8; Solute carrier organic anion transporter family member 1B3,DR00454,Sunitinib,"5-(5-FLUORO-2-OXO-1,2-DIHYDRO-INDOL-3-YLIDENEMETHYL)-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXYLIC ACID (2-DIETHYLAMINO-ETHYL)-AMIDE; KS-5022; N-(2-diethylaminoethyl)-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; PDGF TK antagonist; SU-11248J; SU-12662; SU11248; Su-011248; Sunitanib; Sunitinib (INN); Sunitinib (Pan-TK inhibitor); Sunitinib (free base); Sunitinibum; Sutent (TN)",CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
821,DTD0537,RALBP1,RalBP1-associated Eps domain-containing protein 2,POB1; Partner of RalBP1; REPS2; RIP1; RLIP1; RLIP76; RalBP1-interacting protein 2,DR00454,Sunitinib,"5-(5-FLUORO-2-OXO-1,2-DIHYDRO-INDOL-3-YLIDENEMETHYL)-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXYLIC ACID (2-DIETHYLAMINO-ETHYL)-AMIDE; KS-5022; N-(2-diethylaminoethyl)-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; PDGF TK antagonist; SU-11248J; SU-12662; SU11248; Su-011248; Sunitanib; Sunitinib (INN); Sunitinib (Pan-TK inhibitor); Sunitinib (free base); Sunitinibum; Sutent (TN)",CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
822,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00455,Dicloxacillin,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolylpenicillin; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid; 6beta-{[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carboxamido}-2,2-dimethylpenam-3alpha-carboxylic acid; BRL 1702; Dichloroxacillin; Diclocil (TN); Diclossacillina; Diclossacillina [DCIT]; Dicloxaciclin; Dicloxacilin; Dicloxacilina; Dicloxacilina [INN-Spanish]; Dicloxacillin (USAN/INN); Dicloxacillin [USAN:INN:BAN]; Dicloxacillin sodium; Dicloxacillin, Monosodium Salt, Mono-Hydrate; Dicloxacilline; Dicloxacilline [INN-French]; Dicloxacillinum; Dicloxacillinum [INN-Latin]; Dicloxacycline; Dycill; Dynapen; Maclicine; Methyldichlorophenylisoxazolylpenicillin; Pathocil; R-13423",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
823,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR00455,Dicloxacillin,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolylpenicillin; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid; 6beta-{[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carboxamido}-2,2-dimethylpenam-3alpha-carboxylic acid; BRL 1702; Dichloroxacillin; Diclocil (TN); Diclossacillina; Diclossacillina [DCIT]; Dicloxaciclin; Dicloxacilin; Dicloxacilina; Dicloxacilina [INN-Spanish]; Dicloxacillin (USAN/INN); Dicloxacillin [USAN:INN:BAN]; Dicloxacillin sodium; Dicloxacillin, Monosodium Salt, Mono-Hydrate; Dicloxacilline; Dicloxacilline [INN-French]; Dicloxacillinum; Dicloxacillinum [INN-Latin]; Dicloxacycline; Dycill; Dynapen; Maclicine; Methyldichlorophenylisoxazolylpenicillin; Pathocil; R-13423",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
824,DTD0022,SLC15A2,Peptide transporter 2,"Kidney H(+)/peptide cotransporter; Oligopeptide transporter, kidney isoform; PEPT2; SLC15A2; Solute carrier family 15 member 2",DR00455,Dicloxacillin,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolylpenicillin; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid; 6-(3-(2,6-Dichlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid; 6beta-{[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carboxamido}-2,2-dimethylpenam-3alpha-carboxylic acid; BRL 1702; Dichloroxacillin; Diclocil (TN); Diclossacillina; Diclossacillina [DCIT]; Dicloxaciclin; Dicloxacilin; Dicloxacilina; Dicloxacilina [INN-Spanish]; Dicloxacillin (USAN/INN); Dicloxacillin [USAN:INN:BAN]; Dicloxacillin sodium; Dicloxacillin, Monosodium Salt, Mono-Hydrate; Dicloxacilline; Dicloxacilline [INN-French]; Dicloxacillinum; Dicloxacillinum [INN-Latin]; Dicloxacycline; Dycill; Dynapen; Maclicine; Methyldichlorophenylisoxazolylpenicillin; Pathocil; R-13423",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
825,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00458,Pantoprazole,"5-(Difluoromethoxy)-2-(((3,4-dimethoxy-2-pyridyl)methyl)sulfinyl)benzimidazole; 5-(difluoromethoxy)-2-{[(3,4-dimethoxypyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole; 6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole; Astropan; Astropan (TN); BY 1023; BY-1023; Controloc (TN); Inipomp (TN); Pantecta (TN); Pantoloc (TN); Pantopan (TN); Pantoprazol; Pantoprazol [INN-Spanish]; Pantoprazole (USAN/INN); Pantoprazole Na; Pantoprazole Sodium; Pantoprazole [USAN:BAN:INN]; Pantoprazolum; Pantoprazolum [INN-Latin]; Pantoprozole; Pantor; Pantor (TN); Pantotab (TN); Pantozol; Pantozol (TN); Protium; Protium (TN); Protonix; Protonix (TN); Protonix IV; SK&F 96022; SK&F-96022; SK-96022; SKF-96022; Somac; Somac (TN); Ulcepraz (TN)",COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
826,DTD0004,ABCG2,Breast cancer resistance protein,ABC15; ABCG2; ABCP; ATP-binding cassette sub-family G member 2; BCRP; BCRP1; BMDP; CD338; CDw338; EST157481; GOUT1; MRX; MXR; MXR-1; MXR1; Mitoxantrone resistance-associated protein; Placenta-specific ATP-binding cassette transporter; UAQTL1; Urate exporter; hABCG2,DR00458,Pantoprazole,"5-(Difluoromethoxy)-2-(((3,4-dimethoxy-2-pyridyl)methyl)sulfinyl)benzimidazole; 5-(difluoromethoxy)-2-{[(3,4-dimethoxypyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole; 6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole; Astropan; Astropan (TN); BY 1023; BY-1023; Controloc (TN); Inipomp (TN); Pantecta (TN); Pantoloc (TN); Pantopan (TN); Pantoprazol; Pantoprazol [INN-Spanish]; Pantoprazole (USAN/INN); Pantoprazole Na; Pantoprazole Sodium; Pantoprazole [USAN:BAN:INN]; Pantoprazolum; Pantoprazolum [INN-Latin]; Pantoprozole; Pantor; Pantor (TN); Pantotab (TN); Pantozol; Pantozol (TN); Protium; Protium (TN); Protonix; Protonix (TN); Protonix IV; SK&F 96022; SK&F-96022; SK-96022; SKF-96022; Somac; Somac (TN); Ulcepraz (TN)",COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
827,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00459,Fluoxetine,"(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-p-tolyl)oxy)propylamine; (+-)-N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine;(+/-)-Fluoxetine; (+/-)-N-Methyl-3-(p-trifluoromethylphenoxy)-3-phenylpropylamine; (+/-)-N-Methyl-3-p-(p-trifluoromethylphenoxy)-3-phenylpropylamine; (+/-)-N-Methyl-3-phenyl-3-[(alpha,alpha,alpha-trifluoro-p-tolyl)oxy]propylamine; (+/-)-N-Methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propylamine]; (+/-)-N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine; 3-(p-Trifluoromethylphenoxy)-N-methyl-3-phenylpropylamine; Animex-On; Dl-3-(p-Trifluoromethylphenoxy)-N-methyl-3-phenylpropylamine; Eufor; Floxetine; Fluoxetin; Fluoxetina; Fluoxetina [INN-Spanish]; Fluoxetina [Spanish]; Fluoxetine (Prozac); Fluoxetine (TN); Fluoxetine (USAN/INN); Fluoxetine Hcl; Fluoxetine [USAN:INN:BAN]; Fluoxetinum; Fluoxetinum [INN-Latin]; Fluval; Fontex; Lilly-110140; Methyl({3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl})amine; Methyl-[3-phenyl-3-(4-trifluoromethyl-phenoxy)-propyl]-amine; N-Methyl-3-(p-trifluoromethylphenoxy)-3-phenylpropylamine; N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine; N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine; N-methyl-3-phenyl-3-{[4-(trifluoromethyl)phenyl]oxy}propan-1-amine; Portal; Prozac (TN); Prozac Weekly; Pulvules; Reconcile; Reneuron",CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
828,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00462,Olanzapine,"2-Methyl-4-(4-methyl-1-piperazinyl)-10H-thieno(2,3-b)(1,5)benzodiazepine; 2-Methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine; 2-methyl-4-(4-methyl-1-piperazinyl)-10 H-thieno[2,3-b ] [1,5]benzodiazepine; 2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine; 2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[2,3-b][1,5]benzodiazepine; 2-methyl-4-(4-methylpiperazin-1-yl)-5H-thieno[3,2-c][1,5]benzodiazepine; ALKS-7921; Eli Lilly brand of olanzapine; KS-1090; LY 170053; LY-170052; LY-170053; Lanzac; Lilly brand of olanzapine; Midax; Olansek; Olanzapina; Olanzapine (JAN/USAN/INN); Olanzapine (OLA); Olanzapine [USAN:INN]; Olanzapinum; Olzapin (TN); Rexapin (TN); Symbyax; Zalasta; Zalasta (TN); Zolafren (TN); Zydis; Zydis (TN); Zyprexa; Zyprexa (TN); Zyprexa Intramuscular; Zyprexa Velotab; Zyprexa Zydis",CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
829,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00466,Ivacaftor,Kalydeco (TN),CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
830,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00467,Morphine,Astramorph Pf; Avinza; Depodur; Duramorph Pf; Infumorph; Kadian; Morphine Sulfate; Ms Contin; Oramorph Sr,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
831,DTD0012,ABCC3,Multidrug resistance-associated protein 3,ABC31; ABCC3; ATP-binding cassette sub-family C member 3; CMOAT2; Canalicular multispecific organic anion transporter 2; EST90757; MLP2; MOAT-D; MRP3; Multi-specific organic anion transporter D,DR00467,Morphine,Astramorph Pf; Avinza; Depodur; Duramorph Pf; Infumorph; Kadian; Morphine Sulfate; Ms Contin; Oramorph Sr,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
832,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00470,Amitriptyline,"10,11-Dihydro-5-(gamma-dimethylaminopropylidene)-5H-dibenzo(a,d)cycloheptene; 10,11-Dihydro-N,N-dimethyl-5H-dibenzo(a,d)heptalene-delta(5),gamma-propylamine; 10,11-dihydro-5-(gamma-dimethylaminopropylidene)-5H-dibenzo[a,d]cycloheptene; 3-(10,11-Dihydro-5H-dibenzo(a,d)cyclohepten-5-yliden)-N,N-dimethylpropylamin; 3-(10,11-dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethylpropan-1-amine; 5-(3'-Dimethylaminopropylidene)-dibenzo-(a,d)(1,4)-cycloheptadiene; 5-(3'-Dimethylaminopropylidene)-dibenzo-[a,d][1,4]-cycloheptadiene; 5-(3-Dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptatriene; 5-(3-Dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptene; 5-(3-Dimethylaminopropylidene)-5H-dibenzo[a,d]-10,11-dihydrocycloheptene; 5-(3-dimethylaminopropylidene)dibenzo[a,d][1,4]-cycloheptadiene; 5-(gamma-Dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptene; 5-(gamma-Dimethylaminopropylidene)-5H-Dibenzo[a,d][1,4]cycloheptadiene; 5-(gamma-Dimethylaminopropylidene)-5H-dibenzo(a,d)(1,4)cycloheptadiene; 5-(gamma-Dimethylaminopropylidene)-5H-dibenzo[a,d]10,11-dihydrocycloheptene; 5-(gamma-Dimethylaminopropylidine)-5H-dibenzo(a,d)(1,4)cycloheptadiene; Adepress; Adepril; Amitril; Amitriprolidine; Amitriptilina; Amitriptilina [INN-Spanish]; Amitriptilina [Italian]; Amitriptylin; Amitriptylin [German]; Amitriptyline (INN); Amitriptyline [INN:BAN]; Amitriptylinum; Amitriptylinum [INN-Latin]; Amitryptiline; Amitryptyline; Amytriptiline; Amytriptylin; Damilan; Damilen; Damitriptyline; Elanil; Elavil; Elavil (TN); Flavyl; Lantron; Laroxil; Laroxyl; Laroxyl (TN); MK 230; N 750; Proheptadiene; Redomex; Ro 4-1575; Sarotex; Seroten; Sylvemid; TP0; Triptanol; Triptilin; Triptisol; Tryptanol; [3-(10,11-Dihydro-dibenzo[a,d]cyclohepten-5-ylidene)-propyl]-dimethyl-amine",CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
833,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00474,Clozapine,"3-chloro-6-(4-methylpiperazin-1-yl)-5H-benzo[b][1,4]benzodiazepine; 8-Chloro-11-(4-methyl)-1-piperazinyl)-5H-dibenzo[b,e][1,4]diazepine; 8-Chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo (b,e)(1,4)diazepine; 8-Chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo(b,e)(1,4)diazepine; 8-Chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo[b,e][1,4]-diazepine; 8-Chloro-11-(4-methyl-piperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine; 8-chloro-11-(4-methylpiperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine; Asaleptin; C 6305; CLOZARIL; Clopine (TN); Clorazil; Clozapin; Clozapina; Clozapina [INN-Spanish]; Clozapine (JAN/USP/INN); Clozapine [USAN:INN:BAN]; Clozapine(tautomer); Clozapinum; Clozapinum [INN-Latin]; Clozaril (TN); Denzapine (TN); Fazaclo; Fazaclo (TN); Fazaclo ODT; Froidir (TN); HF-1854; HF1854; Iprox; KS-1166; Klozapol (TN); LEX-123; LX 100-129; Leponex; Leponex (TN); Lepotex; W-801; Zaponex (TN)",CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
834,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00476,Clomipramine,"10,11-dihydro-3-chloro-5-(3-(dimethylamino)propyl)-5H-dibenz(b,f)azepine; 3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine; 3-(3-Chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethyl-1-propanamine; 3-(3-chloro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine; 3-Chloro-5-(3-(dimethylamino)propyl)-10,11-dihydro-5H-dibenz(b,f)azepine; 3-Chloro-5-[3-(dimethylamino)propyl]-10,11-dihydro-5H-dibenz[b,f]azepine; 3-Chloroimipramine; 3-chloro-10,11-dihydro-N,N-dimethyl-5H-Dibenz(b,f)azepine-5-propanamine; 5H-Dibenz(b,f)azepine, 3-chloro-5-(3-(dimethylamino)propyl)-10,11-dihydro-(8CI); Anafranil (TN); Anafranil (free base); Anafranil base; Chlomipramine; Chlorimipramine; Clomicalm; Clomipramina; Clomipramina [INN-Spanish]; Clomipramine (INN); Clomipramine [INN:BAN]; Clomipraminum; Clomipraminum [INN-Latin]; G 34586; Hydiphen; Monochlorimipramine",CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
835,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00484,Pimozide,"1-(1-(4,4-Bis(p-fluorophenyl)butyl)-4-piperidyl)-2-benzimidazolinone; 1-(4,4-Bis(p-fluorophenyl)butyl)-4-(2-oxo-1-benzimidazolinyl)piperidine; 1-[1-[4,4-Bis(p-fluorophenyl)butyl]-4-piperidyl]-2-benzimidazolinone; 1-[1-[4,4-bis(4-Fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one; 1-[4,4-Bis(p-fluorophenyl)butyl]-4-(2-oxo-1-benzimidazolinyl)piperidine; 1-{1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one; 1-{1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl}-2,3-dihydro-1H-1,3-benzodiazol-2-one; 3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl]-1H-benzimidazol-2-one; ASTA Medica Brand of Pimozide; Antalon; Janssen Brand of Pimozide;Orap forte; McN-JR 6238; McN-JR-6238; Neoperidole; Opiran; Orap; Orap (TN); P 1793; Pharmascience Brand of Pimozide; Pimozida; Pimozida [INN-Spanish]; Pimozide (JAN/USP/INN); Pimozide [USAN:INN:BAN:JAN]; Pimozidum; Pimozidum [INN-Latin]; Primozida; Primozida [INN-Spanish]; R 6238; R-6238",C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
836,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00486,Protriptyline,"3-(5H-Dibenzo[a,d]cyclohepten-5-yl)-N-methyl-1-propanamine; 3-(5H-dibenzo[a,d][7]annulen-5-yl)-N-methylpropan-1-amine; 5-(3-Methylaminopropyl)-5H-Dibenzo[a,d]cycloheptene; 5-(3-Methylaminopropyl)-5H-dibenzo(a,d)cycloheptene; 5H-Dibenzo[a, d]cycloheptene-5-propanamine, N-methyl-, hydrochloride; 7-(3-Methylaminopropyl)-1,2:5,6-dibenzocycloheptatriene; Amimetilina; Apo-Imipramine; Apo-Trimip; Impril; Maximed; N-3-(5H-Dibenzo(a,d)cyclohepten-5-yl)propyl-N-methylamine; N-Methyl-5H-dibenzo(a,d)cycloheptene-5-propylamine; N-Methyl-5H-dibenzo[a,d]cycloheptene-5-propanamine; N-Methyl-5H-dibenzo[a,d]cycloheptene-5-propylamine; Normethyl EX4442; Novo-Doxepin; Novo-Tripramine; Novopramine; Protriptilina; Protriptilina [INN-Spanish]; Protriptyline (INN); Protriptyline [INN:BAN]; Protriptylinum; Protriptylinum [INN-Latin]; Protryptyline; Rhotrimine; Triadapin 5; Triptil; Triptil hydrochloride; Triptyl; Vivactil; Vivactil (TN); Vivactyl",CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
837,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00494,Estrone,"(13S)-3-hydroxy-13-methyl-7,8,9,11,12,13,15,16-octahydro-6H-cyclopenta[a]phenanthren-17(14H)-one; (8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one;1,3,5(10)-Estratrien-3-ol-17-one; 1,3,5(10)-Oestratrien-3-ol-17-one; 3-Hydroxy-1,3,5(10)-estratrien-17-one; 3-Hydroxy-17-keto-estra-1,3,5-triene; 3-Hydroxy-17-keto-oestra-1,3,5-triene; 3-Hydroxy-oestra-1,3,5(10)-trien-17-one; 3-Hydroxyestra-1,3,5(10)-trien-17-one; 3-Hydroxyestra-1,3,5(10)-triene-17-one; 3-hydroxy-estra-1,3,5(10)-trien-17-one; Aquacrine; Crinovaryl; Cristallovar; Crystogen; Delta-1,3,5-Estratrien-3beta-ol-17-one; Delta-1,3,5-Oestratrien-3beta-ol-17-one; Delta-1,3,5-estratrien-3-beta-ol-17-one; Delta-1,3,5-oestratrien-3-beta-ol-17-one; Destrone; Disynformon; E 9750; E(sub 1); E0026; Endofolliculina; Esterone; Estrin; Estrogenic Substance; Estrol; Estron; Estrona; Estrona [INN-Spanish]; Estrona [Spanish]; Estrone (E1); Estrone (JAN/USP/INN); Estrone (TN); Estrone [USAN:INN]; Estrone, (+-)-Isomer; Estrone, (8 alpha)-Isomer; Estrone, (9 beta)-Isomer; Estrone-A; Estronum; Estronum [INN-Latin]; Estrovarin; Estrugenone; Estrusol; Fem-O-Gen; Femestrone inj.; Femestrone injection; Femidyn; Fermidyn; Folikrin; Folipex; Folisan; Follestrine; Follestrol; Follicular hormone; Folliculin; Folliculine; Folliculine benzoate; Follicunodis; Glandubolin; Hauck Brand of Estrone; Hiestrone; Hormestrin; Hormofollin; Hormovarine; Hyrex Brand of Estrone; Kestrone; Ketodestrin; Ketohydroxy-Estratriene; Ketohydroxyestrin; Ketohydroxyoestrin; Ketophydroxyestrin; Kolpon; Menagen; Menformon; Menformon A; Mestronaq; NATURAL ESTROGENIC SUBSTANCE-ESTRONE; OESTRONE; Oestrin; Oestroform;Oestronum; Oestrone [Steroidal oestrogens]; Oestrone, Estrone; Oestroperos; Ovex (tablets); Ovifollin; Penncap M; Perlatan; Solliculin; Theelin; Thelestrin; Thelykinin; Thynestron; Tokokin; Unden; Unden (pharmaceutical); Unden (pharmaceutical) (VAN); Unigen; Vortech Brand of Estrone; Wehgen; Wynestron; WynestronPencap M;CMC_13458; [2,4,6,7-3H]-E1",CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
