TransporterID	Gene_name	Protein_Name_generally	Synonyms	DrugID	Drug_Name	synonyms
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00546	Cefixime	(6R,7R)-7-({(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(carboxymethoxy)imino]acetyl}amino)-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(carboxymethyloxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-{[(carboxymethyl)oxy]imino}acetyl]amino}-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6r,7r)-7-[-2-(2-amino-thiazol-4-yl)-2-carboxymethoxyimino-acetylamino]-8-oxo-3-vinyl-5-thia-1-aza-b; 7beta-{(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(carboxymethoxy)imino]acetamido}-3-ethenyl-3,4-didehydrocepham-4-carboxylic acid; CFIX; CL-284635; Cefixima; Cefixime (JP15/USP/INN); Cefiximum; Denvar; FK-027; FR-17027; Necopen; Ofex (TN); Suprax (TN); Tricef
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00551	Cefamandole	(6R,7R)-7-(R)-Mandelamido-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid; (6R,7R)-7-[[(2R)-2-hydroxy-2-phenylacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)thio]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7beta-[(2R)-2-hydroxy-2-phenylacetamido]-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}ceph-3-em-4-carboxylic acid; Cefadole; Cefamandole (USAN/INN); Cefamandolum
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00553	Ceftriaxone	(6R,7R)-7-(2-(2-Amino-4-thiazolyl)glyoxylamido)-8-oxo-3-(((1,2,5,6-tetrahydro-2-methyl-5,6-dioxo-as-triazin-3-yl)thio)methyl)-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7(sup 2)-(Z)-(O-methyloxime), sesquaterhydrate; (6R,7R)-7-({(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(methyloxy)imino]acetyl}amino)-3-{[(6-hydroxy-2-methyl-5-oxo-2,5-dihydro-1,2,4-triazin-3-yl)thio]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-5,6-dioxo-1H-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-{[(2-methyl-5,6-dioxo-1,2,5,6-tetrahydro-1,2,4-triazin-3-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7beta-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-{[(2-methyl-5,6-dioxo-1,2,5,6-tetrahydro-1,2,4-triazin-3-yl)sulfanyl]methyl}-3,4-didehydrocepham-4-carboxylic acid; Biotrakson; CEFTRIAXONE SODIUM; CTRX; Cefatriaxone; Ceftriaxon; Ceftriaxona; Ceftriaxona [INN-Spanish]; Ceftriaxone (INN); Ceftriaxone (TN); Ceftriaxone [USAN:JAN]; Ceftriaxone intravenous; Ceftriaxone, Disodium Salt; Ceftriaxone, Disodium Salt, Hemiheptahydrate; Ceftriaxonum; Ceftriaxonum [INN-Latin]; Ceftriazone; DRG-0071; Longacef; Longaceph; Ro 139904; Ro-13-9904; Ro13-9904; Rocefin; Rocephin; Rocephin (TN); Rocephine
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00577	Cefazolin	(6R, 7R)-3-[[(5-Methyl-1,3,4-thiadiazol-2-yl)thio]methyl]-8-oxo-7-[[1H-tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-3-(((5-Methyl-1,3,4-thiadiazol-2-yl)thio)methyl)-8-oxo-7-(2-(1H-tetrazol-1-yl)acetamido)-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid; (6R,7R)-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-7-[[2-(tetrazol-1-yl)acetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)thio]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R-trans)-3-(((5-Methyl-1,3,4-thiadiazol-2-yl)thio)methyl)-8-oxo-7-(((1H-tetrazol-1-yl)acetyl)-amino)-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid; 3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-7beta-[(1H-tetrazol-1-ylacetyl)amino]-3,4-didehydrocepham-4-carboxylic acid; 7-(1-(1H-)-Tetrazolylacetamido)-3-(2-(5-methyl-1,3,4-thiadiazolyl)thiomethyl)delta3-cephem-4-carboxylic acid; Ancef (TN); CEZ; Cefacidal (TN); Cefamezin; Cefamezin (TN); Cefamezine; Cefazolin (USP); Cefazolin [USAN:INN]; Cefazolin(usp); Cefazolina; Cefazolina [INN-Spanish]; Cefazoline; Cefazoline [INN-French]; Cefazolinum; Cefazolinum [INN-Latin]; Cefrina (TN); Cephamezine; Cephazolidin; Cephazolin; Cephazolin Sodium; Cephazoline; Elzogram; Elzogram (TN); Faxilen (TN); Gramaxin (TN); Kefazol (TN); Kefol (TN); Kefzol (TN); Kefzolan (TN); Kezolin (TN); Novaporin (TN); Zolicef (TN)
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00612	Cephaloridine	50-59-9; Ampligram; Betaine cephaloridine; CHEBI:3537; Cefaloridin; Cefaloridina; Cefaloridina [INN-Spanish]; Cefaloridine; Cefaloridinum; Cefaloridinum [INN-Latin]; Cefalorizin; Ceflorin; Cepaloridin; Cepalorin; Cephalomycine; Cephaloridin; Cephaloridinum; Ceporan; Ceporin; Ceporine; Cilifor; Deflorin; Faredina; Glaxoridin; Intrasporin; Keflodin; Keflordin; Kefloridin; Kefspor; Lloncefal; Loridine; N-(7-(2'-Thienylacetamidoceph-3-ylmethyl))-pyridinium-2-carboxylate; SCH; Sasperin; Sefacin; UNII-LVZ1VC61HB; Verolgin; Vioviantine
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00628	Captopril	(2S)-1-[(2S)-2-methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid; (S)-1-(3-Mercapto-2-methyl-1-oxo-propyl)-L-proline; (S)-1-(3-Mercapto-2-methyl-1-oxopropyl)-L-proline; 1-((2S)-3-Mercapto-2-methylpropionyl)-L-proline; 1-(3-Mercapto-2-methyl-1-oxopropyl)-L-proline; 1-(D-3-Mercapto-2-methyl-1-oxopropyl)-L-proline (S,S); 1-[(2S)-2-methyl-3-sulfanylpropanoyl]-L-proline; 3-Mercapto-2-methylpropionyl-proline; Acediur; Aceplus; Acepress; Acepril; Alopresin; Apopril; Apopril (TN); Asisten; C 4042; Capoten; Capoten (TN); Captolane; Captopril (JP15/USP/INN); Captopril [USAN:INN:BAN:JAN]; Captoprilum; Captoprilum [INN-Latin]; Captopryl; Captoril; Captril; Cesplon; D-2-Methyl-3-mercaptopropanoyl-L-proline; D-3-Mercapto-2-methylpropanoyl-L-proline; D-3-Mercapto-2-methylpropionylproline; Dilabar; Garranil; Garranil (discontinued); Hipertil; Hypertil; Isopresol; L-Captopril; Lopirin; Lopirin [Switzerland]; Lopril; MCO; N-[(S)-3-Mercapto-2-methylpropionyl]-L-proline;(2S)-1-(3-Mercapto-2-methylpropionyl)-L-proline; SA 333; SQ 14,225; SQ 14225; SQ-14,225; SQ-14,534; SQ-14225; SQ-14534; Tenosbon; Tensiomin; Tensobon; Tensoprel; X8Z; [2S]-1-[3-Mercapto-2-methylpropionyl]-L-proline
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00645	Carnosine	L-carnosine; beta-alanyl-L-histidine
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00692	Cefdinir	(-)-(6R,7R)-7-(2-(2-Amino-4-thiazolyl)glyoxylamido)-8-oxo-3-vinyl-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7(sup 2)-(Z)-oxime; (6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(hydroxyimino)acetyl]amino}-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7-(2 (2-aminothiazol-4-yl)-2-hydroxyiminoacetamido)-3-vinyl-3-cephem-4-carboxylic acid; 7beta-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(hydroxyimino)acetamido]-3-ethenyl-3,4-didehydrocepham-4-carboxylic acid; BMY 28488; CFDN; Cefdinir (JP15/USAN/INN); Cefdinir [USAN:INN]; Cefdinirum; Cefdinirum [INN-Latin]; Cefdinyl; Cefdirnir; Cefzon; Cefzon (TN); FK 482; FK-482; FR-80482; KS-1038; Omnicef; Omnicef (TN); Omnicef, FK-482, BMY-28488, PD 134393, CI-983, Cefdinir; PD 134393; PD-134393
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00701	Fosinopril	fosinopril; (2S,4S)-4-cyclohexyl-1-(2-{[2-methyl-1-(propanoyloxy)propoxy](4-phenylbutyl)phosphoryl}acetyl)pyrrolidine-2-carboxylic acid; 474519-28-3; C30H46NO7P; (2S,4S)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid; SR-05000001490; SCHEMBL15626; AC1L1K09; CHEMBL3306578; DTXSID1023079; HMS3715N21; HMS2089P08
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00704	Cefsulodin	(6R,7R)-3-{[4-(aminocarbonyl)pyridinium-1-yl]methyl}-8-oxo-7-{[phenyl(sulfo)acetyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate; AC1NR4MP; Cefsulodin free acid (SCE-129), Antibiotic for Culture Media Use Only; DTXSID6022769; SCHEMBL65524
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00712	Ampicillin	6-(D(-)-alpha-Aminophenylacetamido)penicillanic acid; 6beta-[(2R)-2-amino-2-phenylacetamido]-2,2-dimethylpenam-3alpha-carbonyl; 6beta-[(2R)-2-amino-2-phenylacetamido]-2,2-dimethylpenam-3alpha-carboxylic acid; AB-PC; AB-PCSol; ABPC; AMPICILLIN (SEE ALSO AMPICILLIN TRIHYDRATE 7177-48-2); AY 6108; AY-6108; Acillin; Adobacillin; Alpen; Ambidrin (TN); Amblosin; Amcill; Amfipen; Amfipen V; Aminobenzylpenicillin; Amipenix S; Ampen; Ampi-Co; Ampi-Tab; Ampi-bol; Ampichel; Ampicil; Ampicilina; Ampicilina [INN-Spanish]; Ampicillanyl; Ampicillin (USP/INN); Ampicillin A; Ampicillin Anhydrous; Ampicillin Base; Ampicillin [USAN:BAN:INN:JAN]; Ampicillin [USAN:INN:BAN:JAN];D-(-)-Ampicillin; Ampicillin acid; Ampicillin anhydrate; Ampicillina; Ampicillina [DCIT]; Ampicilline; Ampicilline [INN-French]; Ampicillinum; Ampicillinum [INN-Latin]; Ampicin; Ampifarm; Ampikel; Ampimed; Ampipenin; Ampipenin, nt3; Ampiscel; Ampisyn; Ampivax; Ampivet; Amplacilina; Amplin; Amplipenyl; Amplisom; Amplital; Ampy-Penyl; Anhydrous ampicillin; Anhydrous ampicillin (JP15); Austrapen; BA 7305; BRL 1341; BRL-1341; Bayer 5427; Binotal; Bonapicillin; Britacil; Campicillin; Cimex; Copharcilin; D-(-)-6-(alpha-Aminophenylacetamido)penicillanic acid; D-(-)-alpha-Aminobenzylpenicillin; D-(-)-alpha-Aminopenicillin; D-Ampicillin; D-Cillin; Delcillin; Deripen; Divercillin; Doktacillin; Duphacillin; Grampenil; Guicitrina; Guicitrine; HI 63; KS-R1; Lifeampil; Morepen; Norobrittin; Novo-ampicillin; Nuvapen; OMNIPEN (AMPICILLIN); Olin Kid; Omnipen; Omnipen (TN); Omnipen-N; Orbicilina; P 50; P-50; Pen A; Pen A Oral; Pen Ampil;Penbritin paediatric; Penbristol; Penbritin; Penbritin syrup; Penbritin-S; Penbrock; Penicillin, Aminobenzyl; Penicline; Penimic; Pensyn; Pentrex; Pentrexl; Pentrexyl; Pfizerpen A; Pfizerpen-A; Polycillin; Polycillin-N; Polyflex (Veterinary); Ponecil; Princillin; Principen; Principen 125; Principen 250; Principen 500; QIDamp; Racenacillin; Ro-Ampen; Rosampline;Roscillin; SK-Ampicillin; SQ 17382; Semicillin; Semicillin R; Servicillin; Sumipanto; Supen; Synpenin; Texcillin; Tokiocillin; Tolomol; Totacillin; Totacillin (sodium); Totacillin-N; Totalciclina; Totapen; Trifacilina; Ukapen; Ultrabion; Ultrabron; Vampen; Viccillin; Viccillin S; WY-5103; Wypicil
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00828	Cefoxitin	cefoxitin; Mefoxin; Cefoxitine; Cefoxitinum; Cefoxitina; CEPHOXITIN; Mefoxitin; Rephoxitin; UNII-6OEV9DX57Y; CHEMBL996; 6OEV9DX57Y; CFX; AK118716; DSSTox_CID_2764; DSSTox_RID_76721; DSSTox_GSID_22764; 5-Thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid, 3-[[(aminocarbonyl)oxy]methyl]-7-methoxy-8-oxo-7-[(2-thienylacetyl)amino]-, (6R,7S)-; CAS-35607-66-0; NCGC00183034-01; ceftoxitin; Cefoxotin; 4kow
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00857	Piperacillin	(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-{[(2R)-2-{[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S-(2alpha,5alpha,6beta(S*)))-6-(((((4-Ethyl-2,3-dioxopiperazin-1-yl)carbonyl)amino)phenylacetyl)amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid; 4-ethyl-2,3-dioxopiperazine carbonyl ampicillin; 6-(D-(-)-alpha-(4-Ethyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanicacid; 6beta-{(2R)-2-[(4-ethyl-2,3-dioxopiperazin-1-yl)carboxamido]-2-phenylacetamido}-2,2-dimethylpenam-3alpha-carboxylic acid; Cl-227193; PIPC; PIPERACILLIN SODIUM; Peperacillin; Peracin; Peracin (TN); Piperacillin (INN); Piperacillin (anhydrous); Piperacillin Monosodium Salt; Piperacillin anhydrous; Pipercillin; Pipracil; Pipracil, Piper; Pipril; T-1220; Zobactin (TN)
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00961	Flucloxacillin	(2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 3-(2-Chloro-6-fluorophenyl)-5-methyl-4-isoxazolylpenicillin; 4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((3-(2-chloro-6-fluorophenyl)-5-methyl-4-isoxazolyl)carbonyl)amino)-3,3-dimethyl-7-oxo-, (2S(2alpha,5alpha,6beta)); 6beta-[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carboxamido]-2,2-dimethylpenam-3alpha-carboxylic acid; BRL 2039; FLOXACILLIN; Flopen (TN); Floxacillin (USAN); Floxacillin [USAN]; Floxapen; Floxapen (TN); Fluclox; Flucloxacilina; Flucloxacilina [INN-Spanish]; Flucloxacillin (INN); Flucloxacillin sodium; Flucloxacillin-Sodium; Flucloxacilline; Flucloxacilline [INN-French]; Flucloxacillinum; Flucloxacillinum [INN-Latin]; Fluorochloroxacillin; MFIPC; Rel-(2R,6S)-6-({[3-(2-chloro-6-fluorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylato
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00974	Cefpodoxime	(6R,7R)-7-({(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(methyloxy)imino]acetyl}amino)-3-[(methyloxy)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7-{[(2-amino-1,3-thiazol-4-yl)(methoxyimino)acetyl]amino}-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; CPDX; Cefpodoxim acid; Cefpodoxima; Cefpodoxima [Spanish]; Cefpodoxime (INN); Cefpodoxime [INN:BAN]; Cefpodoximum; Cefpodoximum [Latin]; Epoxim; Epoxim (TN); RU 51807; Vantin (TN)
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR00991	Lisinopril	(2S)-1-[(2S)-6-amino-2-[[(2S)-1-hydroxy-1-oxo-4-phenylbutan-2-yl]amino]hexanoyl]pyrrolidine-2-carboxylic acid; (S)-1-(N(2)-(1-carboxy-3-phenylpropyl)-L-lysyl)-L-proline; (S)-1-(N(sup 2)-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; (S)-1-(N2-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; 1-(N2-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; 1-[Nalpha-[(S)-1-Carboxy-3-phenylpropyl]-L-lysyl]-L-proline; Acerbon; Acercomp; Alapril; Carace; Cipral; Cipril; Coric; Doneka; Hipril (TN); Inhibril; Inopril; LPR; Linopril; Linvas; Lipril; Lisinal; Lisinopril (INN); Lisinopril (anhydrous); Lisinopril anhydrous; Lisinoprilum; Lisinoprilum [Latin]; Lisipril; Lisoril; Lispril; Longes; Loril; Lysinopril; MK 521; MK 522; MK-521; N(2)-[(1S)-1-carboxy-3-phenylpropyl]-L-lysyl-L-proline; N-(1(S)-Carboxy-3-phenylpropyl)-L-lysyl-L-proline; N2-((S)-1-Carboxy-3-phenylpropyl)-L-lysyl-L-proline; N2-[(1S)-1-carboxy-3-phenylpropyl]-L-lysyl-L-proline; Noperten; Novatec; Presiten; Prinil; Prinivil; Prinivil (TN); Sinopril; Sinopryl; Tensopril; Tensopril (TN); Tensyn; Tersif; Vivatec; Zestril; Zestril (TN); [N2-[(S)-1-CARBOXY-3-PHENYLPROPYL]-L-LYSYL-L-PROLINE
DTD0021	SLC15A1	Peptide transporter 1	HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1	DR01164	Midodrine	(+-)-1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol hydrochloride; (+-)-2-Amino-N-(beta-hydroxy-2,5-dimethoxyphenethyl)acetamide monohydrochloride; (+-)-Midodrine hydrochloride; (+/-)-1-(2,5-Dimethoxyphenyl)-2-glycinamidoethanol; (-)-Midodrin hydrochloride; (-)-Midodrine hydrochloride; (RS)-N'-(beta-Hydroxy-2,5-dimethoxy-phenethyl)glycinamid; 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol; 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol hydrochloride; 1-(2,5-Dimethoxyphenyl)-2-glycinamidoethanol; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamid; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethylacetamide; 2-Amino-N-(2-(2,5-dimethoxyphenyl)-2-hydroxyethyl)acetamide monohydrochloride; 2-Amino-N-(2-(2,5-dimethoxyphenyl)-2-hyyroxyethyl)acetamide monohydrochloride; 2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide; 2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide hydrochloride; A 4020 Linz; A-4020 Linz; Acetamide, 2-amino-N-(2-(2,5-dimethoxyphenyl)-2-hydroxyethyl)-, monohydrochloride; Acetamide, 2-amino-N-(beta-hydroxy-2,5-dimethoxyphenethyl)-, hydrochloride; Alphamine; Amatine; DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid; Gutron; Hipertan; MIDODRINE HYDROCHLORIDE; Metligene; Midamine; Midodrin; Midodrina; Midodrina [INN-Spanish]; Midodrine (INN); Midodrine HCL; Midodrine Monohydrochloride; Midodrine [BAN:INN]; Midodrine [INN:BAN]; Midodrine hydrochloride (JAN/USAN); Midodrine hydrochloride [USAN:JAN]; Midodrine hydrochloride [USAN]; Midodrinum; Midodrinum [INN-Latin]; N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]glycinamide; N-{2-[2,5-bis(methyloxy)phenyl]-2-hydroxyethyl}glycinamide; Pro-Amatine; Pro-Amatine (TN); ProAmatine; Proamatine (TN); ST-1085; St 1085; St. Peter 224; TS 701; [+/-]-1-[2,5-Dimethoxyphenyl]-2-glycinamidoethanol
